Date,SnP500
1990-11-08,306.010009765625
1990-11-09,307.6099853515625
1990-11-12,313.739990234375
1990-11-13,319.4800109863281
1990-11-14,317.6600036621094
1990-11-15,320.3999938964844
1990-11-16,317.0199890136719
1990-11-19,317.1499938964844
1990-11-20,319.3399963378906
1990-11-21,315.30999755859375
1990-11-23,316.0299987792969
1990-11-26,315.0799865722656
1990-11-27,316.510009765625
1990-11-28,318.1099853515625
1990-11-29,317.95001220703125
1990-11-30,316.4200134277344
1990-12-03,322.2300109863281
1990-12-04,324.1099853515625
1990-12-05,326.3599853515625
1990-12-06,329.94000244140625
1990-12-07,329.0899963378906
1990-12-10,327.75
1990-12-11,328.8800048828125
1990-12-12,326.44000244140625
1990-12-13,330.1400146484375
1990-12-14,329.3399963378906
1990-12-17,326.82000732421875
1990-12-18,326.0199890136719
1990-12-19,330.0400085449219
1990-12-20,330.20001220703125
1990-12-21,330.1199951171875
1990-12-24,331.739990234375
1990-12-26,329.8900146484375
1990-12-27,330.8500061035156
1990-12-28,328.2900085449219
1990-12-31,328.7099914550781
1991-01-02,330.20001220703125
1991-01-03,326.4599914550781
1991-01-04,321.9100036621094
1991-01-07,320.9700012207031
1991-01-08,315.44000244140625
1991-01-09,314.8999938964844
1991-01-10,311.510009765625
1991-01-11,314.5299987792969
1991-01-14,315.2300109863281
1991-01-15,312.489990234375
1991-01-16,313.7300109863281
1991-01-17,316.25
1991-01-18,327.92999267578125
1991-01-21,332.2300109863281
1991-01-22,331.05999755859375
1991-01-23,328.29998779296875
1991-01-24,330.2099914550781
1991-01-25,334.7799987792969
1991-01-28,336.05999755859375
1991-01-29,336.0299987792969
1991-01-30,335.79998779296875
1991-01-31,340.9200134277344
1991-02-01,343.9100036621094
1991-02-04,343.04998779296875
1991-02-05,348.3399963378906
1991-02-06,351.260009765625
1991-02-07,358.07000732421875
1991-02-08,356.5199890136719
1991-02-11,359.3599853515625
1991-02-12,368.5799865722656
1991-02-13,365.5
1991-02-14,369.0199890136719
1991-02-15,364.2300109863281
1991-02-19,369.05999755859375
1991-02-20,369.3699951171875
1991-02-21,365.1400146484375
1991-02-22,364.9700012207031
1991-02-25,365.6499938964844
1991-02-26,367.260009765625
1991-02-27,362.80999755859375
1991-02-28,367.7300109863281
1991-03-01,367.07000732421875
1991-03-04,370.4700012207031
1991-03-05,369.3299865722656
1991-03-06,376.7200012207031
1991-03-07,376.1600036621094
1991-03-08,375.9100036621094
1991-03-11,374.94000244140625
1991-03-12,372.9599914550781
1991-03-13,370.0299987792969
1991-03-14,374.5899963378906
1991-03-15,373.5
1991-03-18,373.5899963378906
1991-03-19,372.1099853515625
1991-03-20,366.5899963378906
1991-03-21,367.94000244140625
1991-03-22,366.5799865722656
1991-03-25,367.4800109863281
1991-03-26,369.8299865722656
1991-03-27,376.2799987792969
1991-03-28,375.3500061035156
1991-04-01,375.2200012207031
1991-04-02,371.29998779296875
1991-04-03,379.5
1991-04-04,378.94000244140625
1991-04-05,379.7799987792969
1991-04-08,375.3500061035156
1991-04-09,378.6499938964844
1991-04-10,373.57000732421875
1991-04-11,373.1499938964844
1991-04-12,377.6499938964844
1991-04-15,380.3999938964844
1991-04-16,381.19000244140625
1991-04-17,387.6199951171875
1991-04-18,390.45001220703125
1991-04-19,388.4599914550781
1991-04-22,384.19000244140625
1991-04-23,380.95001220703125
1991-04-24,381.760009765625
1991-04-25,382.8900146484375
1991-04-26,379.25
1991-04-29,379.010009765625
1991-04-30,373.6600036621094
1991-05-01,375.3500061035156
1991-05-02,380.2900085449219
1991-05-03,380.5199890136719
1991-05-06,380.7799987792969
1991-05-07,380.0799865722656
1991-05-08,377.3299865722656
1991-05-09,378.510009765625
1991-05-10,383.260009765625
1991-05-13,375.739990234375
1991-05-14,375.510009765625
1991-05-15,371.54998779296875
1991-05-16,368.57000732421875
1991-05-17,372.19000244140625
1991-05-20,372.3900146484375
1991-05-21,372.2799987792969
1991-05-22,375.3500061035156
1991-05-23,376.19000244140625
1991-05-24,374.9700012207031
1991-05-28,377.489990234375
1991-05-29,381.94000244140625
1991-05-30,382.7900085449219
1991-05-31,386.9599914550781
1991-06-03,389.80999755859375
1991-06-04,388.05999755859375
1991-06-05,387.739990234375
1991-06-06,385.1000061035156
1991-06-07,383.6300048828125
1991-06-10,379.42999267578125
1991-06-11,378.57000732421875
1991-06-12,381.04998779296875
1991-06-13,376.6499938964844
1991-06-14,377.6300048828125
1991-06-17,382.29998779296875
1991-06-18,380.1300048828125
1991-06-19,378.57000732421875
1991-06-20,375.0899963378906
1991-06-21,375.4200134277344
1991-06-24,377.739990234375
1991-06-25,370.94000244140625
1991-06-26,370.6499938964844
1991-06-27,371.5899963378906
1991-06-28,374.3999938964844
1991-07-01,371.17999267578125
1991-07-02,377.9200134277344
1991-07-03,377.4700012207031
1991-07-05,373.3399963378906
1991-07-08,374.0899963378906
1991-07-09,377.94000244140625
1991-07-10,376.1099853515625
1991-07-11,375.7300109863281
1991-07-12,376.9700012207031
1991-07-15,380.2799987792969
1991-07-16,382.3900146484375
1991-07-17,381.5
1991-07-18,381.17999267578125
1991-07-19,385.3800048828125
1991-07-22,384.2099914550781
1991-07-23,382.8800048828125
1991-07-24,379.4200134277344
1991-07-25,378.6400146484375
1991-07-26,380.9599914550781
1991-07-29,380.92999267578125
1991-07-30,383.1499938964844
1991-07-31,386.69000244140625
1991-08-01,387.80999755859375
1991-08-02,387.1199951171875
1991-08-05,387.1700134277344
1991-08-06,385.05999755859375
1991-08-07,390.6199951171875
1991-08-08,390.55999755859375
1991-08-09,389.32000732421875
1991-08-12,387.1099853515625
1991-08-13,388.0199890136719
1991-08-14,389.6199951171875
1991-08-15,389.9100036621094
1991-08-16,389.3299865722656
1991-08-19,385.5799865722656
1991-08-20,376.4700012207031
1991-08-21,379.54998779296875
1991-08-22,390.5899963378906
1991-08-23,391.3299865722656
1991-08-26,394.1700134277344
1991-08-27,393.8500061035156
1991-08-28,393.05999755859375
1991-08-29,396.6499938964844
1991-08-30,396.4700012207031
1991-09-03,395.42999267578125
1991-09-04,392.1499938964844
1991-09-05,389.9700012207031
1991-09-06,389.1400146484375
1991-09-09,389.1099853515625
1991-09-10,388.57000732421875
1991-09-11,384.55999755859375
1991-09-12,385.0899963378906
1991-09-13,387.1600036621094
1991-09-16,383.5899963378906
1991-09-17,385.7799987792969
1991-09-18,385.489990234375
1991-09-19,386.94000244140625
1991-09-20,387.55999755859375
1991-09-23,387.8999938964844
1991-09-24,385.9200134277344
1991-09-25,387.7200012207031
1991-09-26,386.8699951171875
1991-09-27,386.489990234375
1991-09-30,385.9100036621094
1991-10-01,387.8599853515625
1991-10-02,389.20001220703125
1991-10-03,388.2300109863281
1991-10-04,384.4700012207031
1991-10-07,381.2200012207031
1991-10-08,379.5
1991-10-09,380.57000732421875
1991-10-10,376.79998779296875
1991-10-11,380.54998779296875
1991-10-14,381.45001220703125
1991-10-15,386.4700012207031
1991-10-16,391.010009765625
1991-10-17,392.7900085449219
1991-10-18,391.9200134277344
1991-10-21,392.489990234375
1991-10-22,390.0199890136719
1991-10-23,387.8299865722656
1991-10-24,387.94000244140625
1991-10-25,385.07000732421875
1991-10-28,384.20001220703125
1991-10-29,389.5199890136719
1991-10-30,391.4800109863281
1991-10-31,392.9599914550781
1991-11-01,392.4599914550781
1991-11-04,391.2900085449219
1991-11-05,390.2799987792969
1991-11-06,388.7099914550781
1991-11-07,389.9700012207031
1991-11-08,393.7200012207031
1991-11-11,392.8999938964844
1991-11-12,393.1199951171875
1991-11-13,396.739990234375
1991-11-14,397.4100036621094
1991-11-15,397.1499938964844
1991-11-18,382.6199951171875
1991-11-19,385.239990234375
1991-11-20,379.4200134277344
1991-11-21,378.5299987792969
1991-11-22,380.04998779296875
1991-11-25,376.1400146484375
1991-11-26,375.3399963378906
1991-11-27,377.9599914550781
1991-11-29,376.54998779296875
1991-12-02,375.1099853515625
1991-12-03,381.3999938964844
1991-12-04,380.9599914550781
1991-12-05,380.07000732421875
1991-12-06,377.3900146484375
1991-12-09,379.0899963378906
1991-12-10,378.260009765625
1991-12-11,377.8999938964844
1991-12-12,377.70001220703125
1991-12-13,381.54998779296875
1991-12-16,384.4800109863281
1991-12-17,384.4599914550781
1991-12-18,382.739990234375
1991-12-19,383.4599914550781
1991-12-20,382.5199890136719
1991-12-23,387.04998779296875
1991-12-24,396.82000732421875
1991-12-26,399.3299865722656
1991-12-27,404.8399963378906
1991-12-30,406.489990234375
1991-12-31,415.1400146484375
1992-01-02,417.0299987792969
1992-01-03,417.2699890136719
1992-01-06,419.30999755859375
1992-01-07,417.9599914550781
1992-01-08,417.3599853515625
1992-01-09,418.0899963378906
1992-01-10,417.6199951171875
1992-01-13,415.04998779296875
1992-01-14,414.3399963378906
1992-01-15,420.45001220703125
1992-01-16,420.7699890136719
1992-01-17,418.20001220703125
1992-01-20,418.8599853515625
1992-01-21,416.3599853515625
1992-01-22,412.6499938964844
1992-01-23,418.1300048828125
1992-01-24,414.9599914550781
1992-01-27,415.44000244140625
1992-01-28,414.9800109863281
1992-01-29,414.9599914550781
1992-01-30,410.3399963378906
1992-01-31,411.6499938964844
1992-02-03,408.7900085449219
1992-02-04,409.6000061035156
1992-02-05,413.8800048828125
1992-02-06,413.8699951171875
1992-02-07,413.82000732421875
1992-02-10,411.07000732421875
1992-02-11,413.7699890136719
1992-02-12,413.7699890136719
1992-02-13,417.1300048828125
1992-02-14,413.69000244140625
1992-02-18,412.4800109863281
1992-02-19,407.3800048828125
1992-02-20,408.260009765625
1992-02-21,413.8999938964844
1992-02-24,411.4599914550781
1992-02-25,412.2699890136719
1992-02-26,410.4800109863281
1992-02-27,415.3500061035156
1992-02-28,413.8599853515625
1992-03-02,412.67999267578125
1992-03-03,412.45001220703125
1992-03-04,412.8599853515625
1992-03-05,409.3299865722656
1992-03-06,406.510009765625
1992-03-09,404.45001220703125
1992-03-10,405.2099914550781
1992-03-11,406.8800048828125
1992-03-12,404.0299987792969
1992-03-13,403.9200134277344
1992-03-16,405.8500061035156
1992-03-17,406.3900146484375
1992-03-18,409.5799865722656
1992-03-19,409.1499938964844
1992-03-20,409.79998779296875
1992-03-23,411.2900085449219
1992-03-24,409.9100036621094
1992-03-25,408.8800048828125
1992-03-26,407.5199890136719
1992-03-27,407.8599853515625
1992-03-30,403.5
1992-03-31,403.0
1992-04-01,403.6700134277344
1992-04-02,404.1700134277344
1992-04-03,400.5
1992-04-06,401.5400085449219
1992-04-07,405.5899963378906
1992-04-08,398.04998779296875
1992-04-09,394.5
1992-04-10,400.5899963378906
1992-04-13,404.2799987792969
1992-04-14,406.0799865722656
1992-04-15,412.3900146484375
1992-04-16,416.2799987792969
1992-04-20,416.04998779296875
1992-04-21,410.1600036621094
1992-04-22,410.260009765625
1992-04-23,409.80999755859375
1992-04-24,411.6000061035156
1992-04-27,409.0299987792969
1992-04-28,408.45001220703125
1992-04-29,409.1099853515625
1992-04-30,412.0199890136719
1992-05-01,414.95001220703125
1992-05-04,412.5400085449219
1992-05-05,416.9100036621094
1992-05-06,416.8399963378906
1992-05-07,416.7900085449219
1992-05-08,415.8699951171875
1992-05-11,416.04998779296875
1992-05-12,418.489990234375
1992-05-13,416.2900085449219
1992-05-14,416.45001220703125
1992-05-15,413.1400146484375
1992-05-18,410.1300048828125
1992-05-19,412.82000732421875
1992-05-20,416.3699951171875
1992-05-21,415.3999938964844
1992-05-22,412.6099853515625
1992-05-26,414.0199890136719
1992-05-27,411.4100036621094
1992-05-28,412.1700134277344
1992-05-29,416.739990234375
1992-06-01,415.3500061035156
1992-06-02,417.29998779296875
1992-06-03,413.5
1992-06-04,414.6000061035156
1992-06-05,413.260009765625
1992-06-08,413.4800109863281
1992-06-09,413.3999938964844
1992-06-10,410.05999755859375
1992-06-11,407.25
1992-06-12,409.0799865722656
1992-06-15,409.760009765625
1992-06-16,410.2900085449219
1992-06-17,408.3299865722656
1992-06-18,402.260009765625
1992-06-19,400.9599914550781
1992-06-22,403.6400146484375
1992-06-23,403.3999938964844
1992-06-24,404.04998779296875
1992-06-25,403.8299865722656
1992-06-26,403.1199951171875
1992-06-29,403.4700012207031
1992-06-30,408.94000244140625
1992-07-01,408.20001220703125
1992-07-02,412.8800048828125
1992-07-06,411.7699890136719
1992-07-07,413.8299865722656
1992-07-08,409.1499938964844
1992-07-09,410.2799987792969
1992-07-10,414.2300109863281
1992-07-13,414.6199951171875
1992-07-14,414.8599853515625
1992-07-15,417.67999267578125
1992-07-16,417.0400085449219
1992-07-17,417.5400085449219
1992-07-20,415.6199951171875
1992-07-21,413.75
1992-07-22,413.739990234375
1992-07-23,410.92999267578125
1992-07-24,412.07000732421875
1992-07-27,411.6000061035156
1992-07-28,411.54998779296875
1992-07-29,417.5199890136719
1992-07-30,422.20001220703125
1992-07-31,423.9200134277344
1992-08-03,424.19000244140625
1992-08-04,425.0899963378906
1992-08-05,424.3500061035156
1992-08-06,422.19000244140625
1992-08-07,420.5899963378906
1992-08-10,418.8699951171875
1992-08-11,419.45001220703125
1992-08-12,418.8900146484375
1992-08-13,417.7799987792969
1992-08-14,417.739990234375
1992-08-17,419.8900146484375
1992-08-18,420.739990234375
1992-08-19,421.3399963378906
1992-08-20,418.19000244140625
1992-08-21,418.2699890136719
1992-08-24,414.79998779296875
1992-08-25,410.7300109863281
1992-08-26,411.6499938964844
1992-08-27,413.510009765625
1992-08-28,413.5400085449219
1992-08-31,414.8699951171875
1992-09-01,414.0299987792969
1992-09-02,416.07000732421875
1992-09-03,417.9800109863281
1992-09-04,417.9800109863281
1992-09-08,417.0799865722656
1992-09-09,414.44000244140625
1992-09-10,416.3399963378906
1992-09-11,419.95001220703125
1992-09-14,419.6499938964844
1992-09-15,425.2200012207031
1992-09-16,419.7099914550781
1992-09-17,419.9200134277344
1992-09-18,419.9200134277344
1992-09-21,422.8999938964844
1992-09-22,422.1400146484375
1992-09-23,417.1400146484375
1992-09-24,417.4599914550781
1992-09-25,418.4700012207031
1992-09-28,414.3500061035156
1992-09-29,416.6199951171875
1992-09-30,416.7900085449219
1992-10-01,417.79998779296875
1992-10-02,416.2900085449219
1992-10-05,410.4700012207031
1992-10-06,407.57000732421875
1992-10-07,407.1700134277344
1992-10-08,404.2900085449219
1992-10-09,407.75
1992-10-12,402.6600036621094
1992-10-13,407.44000244140625
1992-10-14,409.29998779296875
1992-10-15,409.3399963378906
1992-10-16,409.6000061035156
1992-10-19,411.7300109863281
1992-10-20,414.9800109863281
1992-10-21,415.5299987792969
1992-10-22,415.6700134277344
1992-10-23,414.8999938964844
1992-10-26,414.0899963378906
1992-10-27,418.17999267578125
1992-10-28,418.489990234375
1992-10-29,420.1499938964844
1992-10-30,420.8599853515625
1992-11-02,418.6600036621094
1992-11-03,422.75
1992-11-04,419.9100036621094
1992-11-05,417.0799865722656
1992-11-06,418.3500061035156
1992-11-09,417.5799865722656
1992-11-10,418.5899963378906
1992-11-11,418.6199951171875
1992-11-12,422.20001220703125
1992-11-13,422.8900146484375
1992-11-16,422.44000244140625
1992-11-17,420.6300048828125
1992-11-18,419.2699890136719
1992-11-19,422.8599853515625
1992-11-20,423.6099853515625
1992-11-23,426.6499938964844
1992-11-24,425.1400146484375
1992-11-25,427.5899963378906
1992-11-27,429.19000244140625
1992-11-30,430.19000244140625
1992-12-01,431.3500061035156
1992-12-02,430.7799987792969
1992-12-03,429.9800109863281
1992-12-04,429.92999267578125
1992-12-07,432.05999755859375
1992-12-08,435.30999755859375
1992-12-09,436.989990234375
1992-12-10,435.6600036621094
1992-12-11,434.6400146484375
1992-12-14,433.7300109863281
1992-12-15,432.82000732421875
1992-12-16,432.5799865722656
1992-12-17,431.5199890136719
1992-12-18,435.4599914550781
1992-12-21,441.260009765625
1992-12-22,440.70001220703125
1992-12-23,440.2900085449219
1992-12-24,439.0299987792969
1992-12-28,439.7699890136719
1992-12-29,439.1499938964844
1992-12-30,437.9800109863281
1992-12-31,438.82000732421875
1993-01-04,435.70001220703125
1993-01-05,435.3800048828125
1993-01-06,434.3399963378906
1993-01-07,434.5199890136719
1993-01-08,430.7300109863281
1993-01-11,429.0400085449219
1993-01-12,430.95001220703125
1993-01-13,431.0299987792969
1993-01-14,433.0799865722656
1993-01-15,435.8699951171875
1993-01-18,437.1300048828125
1993-01-19,436.8399963378906
1993-01-20,435.1400146484375
1993-01-21,433.3699951171875
1993-01-22,435.489990234375
1993-01-25,436.1099853515625
1993-01-26,440.04998779296875
1993-01-27,439.95001220703125
1993-01-28,438.1300048828125
1993-01-29,438.6700134277344
1993-02-01,438.7799987792969
1993-02-02,442.5199890136719
1993-02-03,442.55999755859375
1993-02-04,447.20001220703125
1993-02-05,449.55999755859375
1993-02-08,448.94000244140625
1993-02-09,448.0400085449219
1993-02-10,445.3299865722656
1993-02-11,446.2099914550781
1993-02-12,447.6600036621094
1993-02-16,444.5299987792969
1993-02-17,433.92999267578125
1993-02-18,433.29998779296875
1993-02-19,431.92999267578125
1993-02-22,434.2099914550781
1993-02-23,435.3399963378906
1993-02-24,434.760009765625
1993-02-25,440.70001220703125
1993-02-26,442.3399963378906
1993-03-01,443.3800048828125
1993-03-02,442.0
1993-03-03,447.8999938964844
1993-03-04,449.260009765625
1993-03-05,447.3399963378906
1993-03-08,446.1199951171875
1993-03-09,454.6700134277344
1993-03-10,454.3999938964844
1993-03-11,456.3500061035156
1993-03-12,453.70001220703125
1993-03-15,449.8299865722656
1993-03-16,451.42999267578125
1993-03-17,451.3599853515625
1993-03-18,448.3599853515625
1993-03-19,451.8999938964844
1993-03-22,450.1700134277344
1993-03-23,448.8800048828125
1993-03-24,448.7099914550781
1993-03-25,448.0899963378906
1993-03-26,450.9100036621094
1993-03-29,447.760009765625
1993-03-30,450.7900085449219
1993-03-31,451.9700012207031
1993-04-01,451.6700134277344
1993-04-02,450.2799987792969
1993-04-05,441.4200134277344
1993-04-06,442.2900085449219
1993-04-07,441.1600036621094
1993-04-08,442.7099914550781
1993-04-12,441.8399963378906
1993-04-13,448.4100036621094
1993-04-14,449.2200012207031
1993-04-15,448.6000061035156
1993-04-16,448.4100036621094
1993-04-19,448.94000244140625
1993-04-20,447.4599914550781
1993-04-21,445.0899963378906
1993-04-22,443.54998779296875
1993-04-23,439.489990234375
1993-04-26,437.0299987792969
1993-04-27,433.5199890136719
1993-04-28,438.010009765625
1993-04-29,438.0199890136719
1993-04-30,438.8900146484375
1993-05-03,440.19000244140625
1993-05-04,442.5799865722656
1993-05-05,443.9800109863281
1993-05-06,444.6000061035156
1993-05-07,443.2799987792969
1993-05-10,442.3399963378906
1993-05-11,442.79998779296875
1993-05-12,444.32000732421875
1993-05-13,444.75
1993-05-14,439.2200012207031
1993-05-17,439.55999755859375
1993-05-18,440.3900146484375
1993-05-19,440.32000732421875
1993-05-20,447.57000732421875
1993-05-21,450.5899963378906
1993-05-24,445.8399963378906
1993-05-25,448.0
1993-05-26,448.8500061035156
1993-05-27,453.44000244140625
1993-05-28,452.4100036621094
1993-06-01,450.2300109863281
1993-06-02,453.8299865722656
1993-06-03,453.8399963378906
1993-06-04,452.42999267578125
1993-06-07,450.07000732421875
1993-06-08,447.6499938964844
1993-06-09,444.7099914550781
1993-06-10,445.7799987792969
1993-06-11,445.3800048828125
1993-06-14,447.260009765625
1993-06-15,447.7300109863281
1993-06-16,446.2699890136719
1993-06-17,447.42999267578125
1993-06-18,448.5400085449219
1993-06-21,443.67999267578125
1993-06-22,446.25
1993-06-23,445.9599914550781
1993-06-24,443.0400085449219
1993-06-25,446.6199951171875
1993-06-28,447.6000061035156
1993-06-29,451.8900146484375
1993-06-30,450.69000244140625
1993-07-01,450.5400085449219
1993-07-02,449.0199890136719
1993-07-06,445.8599853515625
1993-07-07,441.3999938964844
1993-07-08,442.8399963378906
1993-07-09,448.6400146484375
1993-07-12,448.1300048828125
1993-07-13,449.0
1993-07-14,448.0799865722656
1993-07-15,450.0899963378906
1993-07-16,449.07000732421875
1993-07-19,445.75
1993-07-20,446.0299987792969
1993-07-21,447.2799987792969
1993-07-22,447.17999267578125
1993-07-23,444.5400085449219
1993-07-26,447.05999755859375
1993-07-27,449.0
1993-07-28,448.25
1993-07-29,447.19000244140625
1993-07-30,450.19000244140625
1993-08-02,448.1300048828125
1993-08-03,450.1499938964844
1993-08-04,449.2699890136719
1993-08-05,448.54998779296875
1993-08-06,448.1300048828125
1993-08-09,448.67999267578125
1993-08-10,450.7099914550781
1993-08-11,449.6000061035156
1993-08-12,450.4700012207031
1993-08-13,448.9700012207031
1993-08-16,450.25
1993-08-17,452.3800048828125
1993-08-18,453.2099914550781
1993-08-19,456.010009765625
1993-08-20,456.510009765625
1993-08-23,456.1199951171875
1993-08-24,455.2300109863281
1993-08-25,459.75
1993-08-26,460.0400085449219
1993-08-27,461.04998779296875
1993-08-30,460.5400085449219
1993-08-31,461.8999938964844
1993-09-01,463.54998779296875
1993-09-02,463.1300048828125
1993-09-03,461.29998779296875
1993-09-07,461.3399963378906
1993-09-08,458.5199890136719
1993-09-09,456.6499938964844
1993-09-10,457.489990234375
1993-09-13,461.70001220703125
1993-09-14,461.92999267578125
1993-09-15,459.8999938964844
1993-09-16,461.5400085449219
1993-09-17,459.42999267578125
1993-09-20,458.8399963378906
1993-09-21,455.04998779296875
1993-09-22,452.94000244140625
1993-09-23,456.25
1993-09-24,457.739990234375
1993-09-27,457.6300048828125
1993-09-28,461.8399963378906
